6a6bb6a8378aee900dbc832189483535_0_3 8,7,14,3,29,31
0fad2f4a67c9be2a3bdd42242a92f45b_0_4 18,30,10,8
e4dd69007dce2df9c9e561ec3880ad31_0_3 16,3,29,10,8
a0dcbcac1f8ca25f6cceca4c8e6702ec_0_0 8,29
6267f94859c2b0deaf9065e44d6aa633_0_0 3,7,8,29
c62e28b1130d4ec077b21a282c85fdcb_0_0 16,3
673d645272dc11fd0d731eb7ff18ee85_0_0 14,18,7,8,3,29,31
4b491a25fd78ac1ec29bf254483dd488_0_4 8,5,16
b84efef5f605fde04f746638d9ce96c2_0_5 9,28,13
2eb18693377bc459dce98b641ba2144e_0_4 8,22
443d9e62f77dddfea79417415de91a1e_0_0 9
2b2376f2198a19090452de8722ac439f_0_1 26,0
c0ea847dd703a84176e56a24a7aece04_0_0 9,0,25
eb954c0a3efd23540edfcd4c31a0a6f8_0_1 9,0,25,26
b3fec01d12640248eb6b0a2c29446deb_0_12 25,26,9,0
8a2645f3dc6007c3d1929087b8db3ace_0_184 29,8
c445b2e38ceeb01906f3d4faf6cd3480_0_0 5,8,20,29
19e5e475838e6914115e81130ab40046_0_0 0,1,26
2033b639d53c2a127528f4aa65b08e89_0_0 8,26,11,20,29,3,14,1,18,30,16
f671689d097fd9db06652850eb816bb3_0_14 8,23,29,5
c0b474af0581b1eea3903b88ff4f3fb7_0_7 16,3
03dff8085e6af134d993d987a3b02172_0_116 3,16,29
7d23aaad93b0a831c94ab9049393a26d_0_1 14,8,29
5f8cc852e0e98266860ee4ba92767e5b_0_18 30,18,8
9ed2d032455fc8ca39bfa83d111f532d_0_1 8
20ae2af65cb6cdb6380c557e6dcf7915_0_8 29,20,8,22,18,11
2e507e80749966148f251a416050b147_0_5 18,8,22
3c51836ca66470743dee44f00870daeb_0_3 18,8
4f96800291f6005cdc7b4fc8f7e33ff1_0_14 29,8,18,7,14
896f081f0e36fc2bd8a58d756943666b_0_0 3,16
9f024a25a951d79a5ccb185c13393343_0_60 2,8,21,18,3,29
07b0ca458d42dbbc050a10fff8be80cf_0_6 31,29,8,14
d216bce6ca3910f42c1d67f24637af6c_0_0 8,30,18
6ed60e9b4c44890a0d8e94d8f9175716_0_5 9,4,27
34dce64f7eb9615f1466deb9471c2c2c_0_0 0,9,10,1,25
373eb99cc46023a749ab51b581d30ce3_0_5 21,2,7,18,8,29,27
86a8b3765b93d8646ab23c772d7a4184_0_0 3,7,29,14
add93bc45c7be8642f842aeb1ae37d8c_0_0 31,8,14,29
3bb48bf39793279391af756ad27697b1_0_0 29,3,7
11d29aeb1e977676166fb07cb81ec28b_0_31 2,16,29,14,21,7,31,3,18,8
99abb6aa48e1656bfc740b0ec9e5c69d_0_48 18,20,8,11
79c19f77ed91d47ec362f2166816dfee_0_0 8,3,10,29,18
67f9160bc9a21c243f45212057c2ca9f_0_19 3,29
a9717ec53de583ec279b5f9686579a2c_0_1 26,0,9,29,8
c470bca2693b3aa8a0bf62d05c0b298f_0_14 9,0
4e7b2076c68d86add8ae3dde6a76c814_1_4 8,18,11,20
f843951387d39c1c4800eb5b3ad94336_0_3 17,26,0,9
3a86005157c0acf437626cde8e26b4be_0_6 29,3
4e093ce2392f81e60dc60a5414c4851d_0_0 24,21,30,2,6
1a1cf43d203b7a12e97a786a3db4cabb_0_2 9,0
05b5d2860fb2a991bfe4ebc8cb06df95_0_0 9
a6688d011596c33a7a951ed89424fdd6_0_185 29,18,21,8,2
b558ebad46882683ad0014eb0c01e542_0_6 30,29,8,3,18,7
6638661b954490655143ca7a03790e97_0_1 16,8,29,3
e77d1ea48db5f7f2e9c8c736dba72f5c_0_61 8,2,21,30
65776fa5373674dda210394761946363_0_0 29,18,8
139ec9cccc4832fc093154c8533f9f4c_0_83 18,2,11,4,8,20,22,14,27,21
6f9d525204b50e748fa0d29eb642aa10_1_2 20,11
65e89772f1e609457c08553715d5bea6_0_45 9
c7507ee36e642204e242ec2691c8078a_0_5 29,3,5,32
d1b5ad4ee20ce245448d99b33a98e64a_0_0 3,16,20,5,11,8,18,22
57e77471ddccec295a2c55852f2c28a9_0_43 9,8,16,3,29
c5fbf1bddbb7948dbaf56c7dfd1eed5d_0_3 16,22,8,20,18,11,3
6b7d854fcaabbd84323ff617a2d1838b_0_7 26,13,0,28
ae8c5b25e74d0df9dde669785b8815f4_0_7 8,2,21,29,3
274126785595d729ab8eb4e6e494c66e_0_4 28,9
5f3e43875da001d918e3555f1be27b70_0_2 8,18,30,6
b4efa60c460f57b2331dbd8ea074b378_1_2 3,16
b49964ca0cbb4221308c7e71c824449b_0_3 3,29
ae76379577e73ec38924df3395a1a4fe_0_13 27,7,31,29,4,3,14
564daf5dc8e60bdbe783b9ed5a0a51b3_0_17 13,25,9,0,28
23dce92d106a7e2b76ac1004081b0d27_0_17 20,11
62f81f51ff442b5dae4ce42efb9e08d7_0_0 9,0,25,26,8,28,2,18,21
5de93b3bb82e88b0d88a0d862df7fd2e_0_1 18,14,31,8,3,7,29,15
807873246e5ad4c60d1929418b3140f1_0_5 28,25,9,30
260d82d3658527b24d0d9b744dc2ca4d_0_2 2,8,7,29,21,3
b40d1c4fd8da2b159c018f2b2f69be2e_0_5 3,16
2c2513c2fa9cc64678a72fb3352359a8_0_5 16,29,3
b1bff684d433b4207701960ac93636b8_0_4 29,26,0,14,3
3b5af1fd3e2c073375fa072899b52e10_0_1 31,3,8,29,14,18
7d57ec9d43aad28bcebb5fa96cf0bcbd_0_2 3,29
aeefe3e61cf3818e7fcf1181ccbc674f_0_3 25,9,0
4e516c02ecf0f0c5f9f8beabc84ca319_0_9 29,8,7
da97fc967c067651e30ac63e7f400c06_0_113 9,25
d60b1c886e1f8824a68e2655bb9fd3f3_0_2 29,18,31,20,8,14,11
7b385918c99d42c097361e908a907c8d_0_4 23,9
3d11e696f99a11768148b8083e8246f2_0_4 7,8,3,30,29
916b2b8728b9374bb6e54508329fc9a8_0_4 18,27,6,8
3b56d71f7b54ba9f9fc8ec417c343429_0_169 9
158609633a6e251edb8ca3e84b1c6cde_0_0 26,0,9
1ac24a9545671b6cc6745fdfa49fb914_0_0 18,8,22
b16bb9eb32ed8b599416378a5ff939c7_0_1 20,5
366f5c77a19f30b72578eaf869b4aa88_0_0 8,18
4c7443b00b5ec98f02e17d574a655469_0_0 3,16,20,29,11,8,18
1110f1f86b59e6fa848abaf25f0fe0ad_0_0 22,8,11,20
5ca8fee44f8e7c314947e185b0fcabbf_0_29 7,21,3,16,2
d9210df3a9d8d0246b2fd1adaea472fc_0_12 8
b475046479701dd0c730d65d28a7eac0_0_5 11,20
760a2b590848ff7edfd1602a1849c853_0_6 3,16,29
88acdc9b069c335d8cfe7ece619b2636_0_1 20,8,11,18
326d25cf198e0e74af7f8122c7269f09_0_0 29,3
b6979058a6fcfdd9ef89c7eb46199f4a_0_10 0,30,8,25,9
ea47a0d2f9c97b2aca2a145a72d1051c_0_2 31,8,14,18
4ec4a0166b292845234825cc5bab62ba_0_3 8,29,22
ea47a0d2f9c97b2aca2a145a72d1051c_0_3 9
b527d3b526d61b21e5d1ab2f6492d88c_0_44 0,25,9
a8322b0e016462a43b05ded458a1e8b2_2_3 3,16,7
21ed108f92f51f49d7caf9c8822ed173_0_0 14
c4a90cdbbb972e2b50695a510f41ef1d_1_1 8,29
6ed7046314ba1c14bf64c9dbd3349195_0_0 11,3,29,20
d035db6c98d2fa099aad6ab2b375c5ad_1_2 20,8,11
e0bb60f3e4875b3de991c378e9aa2c42_0_3 9
5fd2151e6da08a8aed0b7025785facd0_0_3 28,13,25,9
35547f15fc1b46194ce04a80eac9d35f_0_18 8,27,21,9,18,10,2
535414e1bd9bdad11e23ac0479699a23_1_0 3,29
6df775b9ea973630f3d56a833276fce8_0_4 29,21,8,2,18
404c675d41c35d2ef9d14f02eeb18834_0_1 28,9
a3748229d6db9ec307fbbd6ca2067cd3_0_0 15,8
9ad4dd595242e5cf07a3cfd3e2a3671f_0_0 8,22,2,21,18
9a30d374ad9547e7552f31671df553a2_1_3 16,5,3
8504a5bbdcd792ad8c7e3a8ba62881b6_0_2 3,29
d1ec1f8a6b5667b08b4dd3ad59363342_0_8 3,8,29,7,22,14,20,21,11,2,18
db8ae2d3ad114be2ea0b779cf4f74cfd_0_9 31,7,3,8,29,14
b45c15b6e429bef311aaec52470beffe_0_3 1,3,0,29,17,9,26
e2471a2f5a5baace07584948e196414d_0_40 29,3
70eecec406daf46fc6eb56efced52e64_0_2 9,25
27df80ceb89f075eca15e00f0fa106c7_0_0 18,8
163cf3bc9661303e3a8a8738be875552_0_23 20,8,22,11
d3bcd3bc6393cacd68bdee6b50a0ae06_0_0 3,29
4c3b685d96afa5e3748b03e24fa2186f_0_6 26,9,0
fb41c7b9b9da53182fab7144b6c3b259_0_2 0,9
88fc77cd97c241588b2500271c7cb2f6_0_1 7,3,16,20,22,2,18,8,21,11
524ec9c655ab98427b2a444976523dbe_0_36 29,8,14,3,31
0fd417db2ed3cfb36bcba1f39165cc98_0_2 8,31,14,18
60ac60d4b5d4829b144ae4f2fe509483_0_4 8,22,20,11
5fef5a5d31003c04e4a700f72d5a21e2_0_0 11,20
e7f27cd66d82353deee01218febd773c_0_19 25,0,9,26
2907bc1b17f77c8b000d41ad1e84d5a6_0_5 21,29,10,18,8,2,3,7
91efd269a6f329cf171443134dbef4a5_0_5 29,3,16
fec210ac109f18471db7c254318e0960_0_5 14,31,29,27,8,18,6,4
97438670f0e91f7e6075b48ed3856b97_0_0 22,29,3,9,2,20,14,21,8,18,16
51db9eb8c8d3e5315c5671a207e04323_0_0 16,8,3,29
176553ad899971a53c69e1b06c6e6867_0_0 7,29,3
6112e6e9975be27a57dfee0e019b15b6_0_2 29,1,26,3,8,16,18
4577dee9d8225c45d7ee28fcf38c7081_0_2 26,25,0,9
58330393e8ecf35ded442885e12841c8_0_3 7,29,3
de01754dbb1f951a8e048bc18fccb2a6_0_17 25,9
27cb02cc0d7005eefe7d58ce61a05122_0_15 
abc8fd1ba5ac89615bdf68fb0ef9c39f_0_96 20,16,11,3
d42c91a1842d1492fe9d8df559576fb9_0_85 8,11,22,20
f4715763e3563b5e16b6e98acf312261_0_3 8,7,31,18,29,14
d2216e03b05b56ec27001bdfeaa9739b_0_0 5,9,18,26,33,30,1,8,0
a435f3bfb64257fe85efb5eafccffa85_0_37 16,3,11,6,22,27,8,20
5042f1f64dc4d36793a523f9063c6ad0_0_0 3,16
903f5fbb8785b591cef393af32352163_0_0 3,8,11,20,29
981203de63214abf6957d321a0f6e2de_0_11 3,8,11,14,20,18,29,31
dac170afb1a5d4e24d68028f4383b5f6_0_4 16,3,7
a821dcd340f49fcedd413edd2e22bb3f_1_8 29,8,11,20,22,18
2ea48bbd56ee34d0c656696a01e2acb2_0_0 1,30,10,26,18,8,21,2
ca793cfdb01e9a351dc16223f528c0f3_0_16 29,2,21,3,8,10
ba701e29f170ed524ec17a48d1dbf8d8_0_3 2,3,16,21
45465276dc82a163e7a5bc903701b90f_0_4 30,8,1
b0fe80ea55ebafd8bc99b86f2a3c4473_0_0 9,16,3
be0e3c008b8ac67b2e87a436ca8859bd_1_0 7,16,3
1a855f5731142dc3897d073eff3187a1_0_1 11,3,20,16
566df04c49436ff41fcda1dd7e005672_0_16 9,30
187a988aa68e939df6ac42be38489ef1_0_1 0,32,9,26,5
aa9910a30c048ae21c68b340af359fa6_0_1 3,16
3009e334f1579aab5fc1ef9f630b3256_0_17 8,14,18,3,31,2,7,29,21
e4dbf6d6daec32d0adb827ca41966a68_0_0 29,16,3
98f1ab213a1ad2fa9e7620ac67e03bbe_0_0 3,7,29
2e0f272fd29dea9180266e2911dc7798_0_107 16,3
e6f1f92bb57dcd9aa0b9af5d1070436a_0_0 18,3,29,8,5
c53b7dcfbe9dbfbe751121eff356b3c9_0_0 8
44fddbcac52df687072fe9ecd807c629_0_1 9,8,10,0,29
76a38a923be02804ad99abeb0028b4fe_0_6 11,20,22,8
0518f746ffa58ea78a9c9e29e95a5ae6_1_3 8,22
241018765d7addee1f527e0faf2ebef5_0_0 29,7,21,8,2
021005e8e70f13c240064f3a0b809643_0_20 14,5,29,3
694253c7a85535eb5fc4db6c12e75c69_0_3 21,9,19,8,18,2,30,10
7bba113427b1bac6551d6074850504be_0_3 0,25,9
c438a053bd1b0a5ba682b592c13eef50_1_0 
c328e1909d78a4e358edf257d5369e28_0_1 9
125690da5d801313a11e9b1882993e02_0_0 3,30,5,16,8,33
44ce3408b42050fcca9a67d919983b56_0_0 8,20,11,29
34ef297e9289064bb854715f324e27fb_0_4 9,25
b8d9dd6f44fe045495e14424d61bf62d_0_4 22,11,16,20,3,2,5,8,21,18
259604d158dfe2b3342016f4b536ccca_0_7 20,18,29,8,22,11
d292e84a28e6f3fe399734abb4f24154_0_8 3,29
6b94c8a8e5dab3217a5f45b7145585b7_0_62 8,20,18,21,11,29,2
1b22bb6071470f1c3274a387f8bb17fb_0_0 21,29,8,7,2
180ae799195b702733c35cd97641713b_0_0 2,21,8,3,29,18
c4962b2ff4346be02d5b39b7c071d5fe_0_0 21,2,3,8,29,18
bc678f42a1018ef4d767366726ccd936_0_1 11,18,8
09d0723153018412d5c35bd83c50a49c_1_0 8,3,29,22,11,20
865f9a2d41baa2915201c10846f9337d_0_1 5,20,11
28bbdb5c878a7fc7b616327eea553a80_0_3 8,18,30
ea6837ba888fc9e767044f2163a64537_0_0 14,5,31,7,3,29,8,18
e6ad24b79b13a874ab6ae30c85a9b3f8_0_1 5,8,23,29
841f767549e27a65dbc1ac1eb6cad919_0_0 11,8,22,20
fc3aee5b9a044715662ae3913c560007_0_8 29,8,7,10,14,18,3
124cbc565a4b9361689c397f590ce94c_0_2 26,9,0
8e1a1382f5bed7e0bf8cf73a2cdbf6c4_0_18 26,18,28,1,8,30,9,0
00620702a509a894817dd41ce45539f8_0_1 22,8,11,20
cd9d10f0dc5d0067bc1d12b1057cf809_0_44 25,9,0
d7c6ad23d795220f033815de1e4ba7a5_0_6 9,25,0,26
09bb7dec50d59ad5a02396fd1c30e498_0_11 26,20,18,0,8
98352afbf4a1d9109de4c7f8e9d8c183_0_10 22,18,7,3,11,14,27,4,29,8,20
ac17013df45ba798d54483f77002b786_0_0 31,29,8,14
7b092c2c4ab9a3e4a617daeec532ee50_0_6 3,29
5ca0ca9722e5becf5779a2c578582d49_0_1 8,20,18,11,22
b1ac8b65cc3ecad5dbad0be5d91956c9_0_121 11,20
92f0aca3ece792b2ba26e48f62de188d_0_12 29,14,31,8
0689adf36dbcc7a5146dc77f49b35ab7_0_1 11,16,3,20
6a5e95389f8b6111f350b54939d3b056_0_0 9
e7af62abeff95dfdba2e27e4d7b45d8c_0_0 16,3,18,8,15
c4134c3ee3fc81b5237e7a7718200113_0_63 22,8,11,20,18
a5956539def476aafdda8a72e6f45e6e_0_23 3,29
c61d96856fefc11779c0fe11e90a45f8_0_4 3,7,22,8,6,18,29,27
1b51a34931fddc99225ea3fd8d1c2a68_0_2 25,3,29,31,14,26,9,0
e13e764bb661520d9fdabac95205c617_0_1 11,18,8,20
af9d5deec9fbb4b3e4daeb8a167c0ca0_0_3 8,22
7e3c54b6271a58aab1e344a70ff5ca34_0_3 9
bd43ade0688a6ca63556695fb4786edd_0_12 16,2,21,3,7
8097af502492a29747a588524e6c0dae_0_14 30,3,29,25,9,8,0
ed6fcf3c3aa3822e804d74275f6c62f0_0_4 22,20,11,18,8
be8b090fc52959c881d21a1df4e1ac18_0_1 9
5c93cf2b65da0195fe2d135cd373ba59_0_4 8,26,1,30,18
161d975b80c467d43212d740f71567c0_0_5 30,26,1,8,18
707887b07d191fc6ced72e13e17d3871_0_2 0,9,26
822190c944e6dd05a0c0bf99f2fe8e2d_0_4 8,2,21,18,30
c61f162be2648c18126f57f2b8f7e67e_0_0 11,3,8,20,29
c96601c84c412a1a17fd5c1d3c24e372_0_8 9
85e9aeef80004c7b45066f2e6b13f9d9_0_5 3,16
b1fbaf49c912185c2df6f1a37bf4e740_0_39 16,3
1c2ef93a3045f7e6ab552e675613befc_0_0 14,29,8
0cd33d1eb864ea9b3e97738be45a9653_0_0 25,0,26,9
bba0bea8a4067dd2e6f10bf5357d5ac8_0_1 25,28,0,9,26
e19878851f24ceef6d09f794776bd59a_0_6 7,29,3
1267c470979def77295a9a65b8e42d32_0_1 0,26,9
aea4e4739051f8d6c74407c9ac594473_0_3 31,18,3,14,21,8,2,29
22f30d5bb3555291da4ea0b420724997_0_0 20,11
67c04a742cd94e674723568994c92acf_0_1 9
6a6fcac72e5f6d7ce7e0aab5b8d76fc7_0_13 16,3
eb81e2d8e7c00d57fca1b8e42d3806c9_0_75 8,18
7817d4dbc40814fd452bc391be8fc568_0_0 29,31,14
062cc2009f6c63075e0f2976cf94f153_0_1 2,9,21,5
60132bb07a137cd62bda6392c4992a27_0_0 18,7,8,29,3
b8d43e6d7727c2b621c6c6009603aa73_0_10 26,0,9
d5e7cce9f8e54ef58a82dab38c11f032_1_6 9
aa2b8ded86492417f1628e07cbe1a292_0_1 29,8,14
dc8c32c77d4d87f2d0d2266c9981dbe1_0_4 0
473a3a94ffc08d3d9b10c88791999c99_0_3 8
0134748166d15e65324126a5fd02e8e4_1_0 9,25
d70dba7c8b32686cd0edd008c33c74b6_0_9 8,3,9,7,29
bb25077c0b05628d2edbc83d342b6ee5_0_4 11,18,21,22,20,8,2
7540b19b9051f84a703a2fe22368adb1_0_9 26,8,1
54f3e0be15ccf22e26810183d164d3d1_0_1 0,30,26,8,18,9
c102e6a974d7a611fd3d08ee24aa12c3_0_1 29,3,7
df77091c95b4bff91e7db8faf5d8c3a1_0_1 27,8,11,31,18,20,14,4
f264bdef419d327e0d31ac0548b6a0ec_0_6 22,11,20,8
b21f814bb53c758df559785e65b37763_0_2 16,3,7
e7f27cd66d82353deee01218febd773c_0_10 9
059eca911434962565f9897bc101f568_0_0 9
d82dbd043da6113e6b661b475ae4ee4e_0_7 26,0,9,25
37f0691738830a3ff514de867c9622c1_0_12 14,29,8,24,31
c470bca2693b3aa8a0bf62d05c0b298f_0_0 9,14,31,23
24f5322fc06d47833039f98c3aede954_0_8 3,16
363a3b7dc75636ac894f4145298b3e44_0_8 3,5,16
0afc1aebcfdeaf2778130397d0ab5247_0_5 25,9
b9e3dcdfc147241512fdf93ac31b20d0_0_0 11,22,16,3,8,29,20
3e4565e9a3678ecb33787f34be75eb4a_0_11 8,22,7,18
2151bfd2fb6dc1c79d2dd161d54f5d6f_0_62 9,21,29,8,2
723b026eb309a23c6e799299c73dc5c8_0_6 25,9
7ab935a4eca80f68caf7ca134604f060_1_9 21,18,8,2
8e616e557723ff5cd79f2ce7c7367b51_0_10 9,0,25
ed6036ae04829efdf36dc1fe8e53027c_0_2 3,16
4b699f80d565b281c6435b653ef6fedd_0_18 3,29,8,18,11,20,7
3ff50df352b34d68ac9db2ba42a80ddd_0_4 22,7,29,8,9,3,21,2
020fd281350892fef1663e5df4ac94f9_0_0 9,25,0
0c97e1fa6523cf7be47daffd0c223d68_0_3 3,16
538e9421d5dc8d463c3ec63603f91b3b_0_5 3,16
6b7e7189d988babc1387ed9a50ce6b46_0_18 2,27,7,18,21,29,3,8,16
1ba1fd03a7b4e08b2ade0489d2dbe0e5_0_69 8,6,5,27,29,23
631a980b226faa87eefd743fa53f8d46_0_3 26,1,9
a84b2dfbcf2826f785ea6f2c5f6e5bb7_0_81 3,7,29,8
673d89314e2d6915f4e98ca3d0aa82d1_0_15 8,29
bf838d76fc4326d06576e72f6a7de4e4_0_1 9
fb3e715cb6dd1c0c0a13f2e489fc1d6d_0_26 8,18
198bcbaf234d6e82cf95454a04277184_0_10 18,8,30,5
f983a0013c09c22588f27b08f9062b7d_0_6 5,3,32,16
7438ebb538a548e3c4b9954203624f7f_0_0 8,5,29,14,31
0017aeff679f53cd65edf72ef2349ff1_0_6 7,29,8
36cbe2f0d38c22aa97fc87a28f10cbbf_0_5 14,8,18,30
6b5f916a5a1609c590b0648739195f0c_0_1 11,22,20
47ef55927603c9fde41cf93ad179b8d9_1_0 2,31,3,16,21,14,5
c3860fcef349782f6f8114d449648e30_0_2 3,16
d3a485338090d9df105eb339b011415b_0_15 20,11
e845922fcddbb7ecf7480837183837f4_0_0 20,11,8
990cc923ab4256782c8393a1a59f68a0_0_77 8,22,18,29,11,20
720f2624b4a6c52a0820f3be38620903_0_7 11,22,18,8,20
490546a5ab0e969bafe506db6cc1a789_0_0 7,29,3,8
84c943083a78d8e584fd1dc1d25c633b_0_4 20,8,22,9,11
7329e8a081f7955beab855953384747e_0_3 29,3
0ae7dbbaff0a131f4f23851e7b7e68f2_0_4 18,22,8
633c1b91df8744558f1681d8b1a718ab_0_8 16,3
0794ec45eb8489c6c311bbf5b3194526_0_6 
b733a9b79e84fc703f0847223e296228_0_1 8,21,2,3,29
50e5dadbd14b938358e3074fd9a6ab82_2_1 22,15
40384cf0fcd4eeb9bbe8755aae48ccd6_0_1 8,29
c2b0c3014c138080a3d0fbefa872e8c2_0_0 29,3,8
9ae35e6b372f241dc67c5b68371e4b6a_0_0 14,31,8,29
f72ce0fa34025c5c8b6a54f057a4d999_0_8 3,16
aa0cc5a6058e91151539f68ce701d1b7_0_58 9
0aeb502469942cef9a7503c2c5fb4b0d_0_0 11,8,20,22,18
8c1d919fd6dc1b1e21b1caaade6155f7_0_0 18,8,21,30,2,19,24,6
c0663b52626f4d233b38ee442720f816_1_1 9
fca3a4be42d4f6d7ba00a3bf0d4ff09e_0_0 18,8
91b83d807f558f3383d2a9b1c83046c6_0_3 18,27,6,8,14
a27e5b386b567d4bca6242ce5aa239f7_0_2 29,31,3,14,10
0b5195660d1b4d44839c60e922dcf63c_0_2 9
18cf766a494b9dd2892754e396324578_0_7 14,29,31,8
2a37236e50d2437bd6ef75ebd8d65fad_0_14 11,8,16,22,3,20
b962b1e64a20a67c51cc8158c024d0e0_0_0 22,20,29,8,11,18
f31bd1631d48dcaf19cb39d74f46d980_0_54 10,7,21,16,3,2
82f38fcf97b912e99df4bf139bbc1c18_0_0 8,16,3,22,18,11
a8bdeb72635cea336acfe4125d796db5_0_5 25,9,0,10,26
1605d7514052573d77a7381044dbbf1d_0_7 3,16
32babe3ac6a2e868c67c86354e892f96_0_66 9,28,0
f0e9c1d8842e286a5f6a62c5853bd071_0_0 29,8,14,31
ac02fcc04bcfed5033eb9563c66c9c53_0_30 11,20,18,3,8,29
59bb34683bb98c3417f67d962b160235_0_3 16,3,8
756277c02910cd926b71aacd4c89e5d6_0_4 15,8,20,22,11
5a19cb37581ce9b79cb73233aa5c9107_0_0 8,14,31,29
09e031ef0c48f34ac829b368dac50883_0_0 8,18,11,14,20,7,31,29
0f51c4d0fd41ab71373a525f1e9d56d9_0_3 18,15,8
5409d2f38255394ec36913d75d51f465_1_3 16,31,3,14
e6b3c85c567b832db8c2c10e89e698c6_0_4 10,8,29,7,3
467cbd0866e4da9202dcbd54de8c0485_0_27 9,30,28,8
ad755624669c98a4f054c33c3edde1d8_1_4 22,11,20,8
396ad3500e84d4e5c0ee252d8527f327_0_15 23,5,8,29
bf1e355f01b8db72494fead406c82a79_0_3 18,8,1,30,0,2,9,25,21,26
899a37071e7086740ad2f2865d476985_0_0 14,31,3,29
0134748166d15e65324126a5fd02e8e4_0_7 26,0,28,9
3d0d092654be5c644ae4aa56ff4e705c_0_12 9
de951954ef367a7aa1f1371ce7f96519_0_5 3,16
abe14f59f3c61ede0486ee5dfc5c7513_0_1 7,16,3
42ba7fd03470ad5079e2504cfccea660_0_6 29,7,3
176fc22a805772f73660c6eb73351ba3_0_0 3,8,20,11,21,7,22,18,29,2
6818059b1d15917f3f80293ff51246b1_0_15 29,14,31,8
a33ad5af7a4ab52d3c3a568f29e5723f_0_5 3,16
701499265a2da4395ed0cd6058abf8e0_0_1 9,26,28,0,25
eca4989cbb7d6bd9b8d2c56385f44a9f_0_3 2,21,22,8
b61f21884b1a9164178660a6102bf88c_0_0 11,16,3,20
9944ad9498008e794c7527d0b8109f0a_0_17 26,0,9,25
9e5dd1e09e5116edb01697a890841cef_0_78 16,21,3,2
3d212ba6f61032600fb754b22efbb85a_0_0 29,7,8
6947f99dcf1a1515587e8c28cbd1cf6d_0_0 8,18,9
2e232fe371b614f611c23e756410303f_0_1 0,9,26
37d8cc1ea9aecd79b5f9beee546eed09_0_4 8,20,11
58976bc5f34a06cc6b7cd6ab77f2257a_0_10 25,32,5,9,0
c4a4a4647526835dc67c5d93a84904fb_0_2 3,29
1871b7c3e01c37d7a9a663b7613c8493_0_7 18,27,6,8
3deef12d541af69e90fca8d517ea9430_0_8 16,3
98037cfa8ffa13f06a0bf1077047ad61_0_0 18,31,14,8,29
c406179c3f04265b28f9f848fedf0ab7_0_1 9,20,11,3,16
0cd33d1eb864ea9b3e97738be45a9653_0_4 8,14,29,31,18,3
df16c2974751be35c3e9e6575ad8bc84_0_30 11,16,3,20
5305ab39ecd3d419a33030408e48d541_0_39 25,9,28
29726dcfbeb95cb19d14113a9e36537f_0_5 28,25,9
147291c82f8215b2f75270d0efe281df_0_0 3,16
7d782cd83f616e69253681c20a40fa30_0_0 29,3
9d1e36b10e3a567fd968b72138bd0116_0_4 3,7,29
25f7b512297f52d502f27f0d2ce0d84a_0_16 16,8,14,31,29,3
47da82f4fe3ee901afa42052c64c0062_0_6 22,8,11,20
a49938dbe6174ba280f4b31feceac6e3_0_1 8,30,9,26,0
139ec9cccc4832fc093154c8533f9f4c_0_89 8,18,1
d1ce1adc7aaec415bcd1b85fbc5659b0_0_7 14,29,8,31
6964b85730cc38ce0ff6e83b49839410_0_4 26,0
9fe4e950b7b362ab650d5b540f269379_0_4 9
75e65ff994f162e12c67ef34d7a582cd_0_0 29,31,3,14
9c0c286ec2469a6400b537856d708bda_0_4 18,8,22
2af2cdb55d533fb66afc191971b51c68_0_1 8,18
990cc923ab4256782c8393a1a59f68a0_0_6 16,3,14,31
710606a6b7f526bb9e88bf10aa1b9b63_0_32 11,20
fc6af7385465c9240bbc083580eb67ba_0_1 5,25,9
d7951172067640652b21309383a1313f_0_8 9,25
6e37892311636a416a01005738a38428_0_25 3,7,16
f314fc6215138c9852455f0ef13fef1f_0_7 8,29,0,9,26
f23f0bad3d8220d857fa28d82c4582e3_0_3 8,18,29
515651da0aec6d92681c2612c7272d82_0_4 31,14,29,4,3,7,27
b6c4e23b962f4f41d1b80167d1f7e1aa_0_3 14,18,8
a8c0099e1e287a82195deda6aea7267a_0_25 11,20
b4e32c1e0f8cfe35753870a3c0de2f6c_0_6 3,16,18,8
7401e1fa1f361ad5cf76e382cffc7923_0_1 9,1,26,0,8,25
149d251fefe1bec8d3e3470ad3573e7f_0_2 11,20
1e6902285d93d085bcee81befff27044_0_2 31,29,18,8,14
5a2be1ca909d8354a538a988a25d51f2_1_0 3,29
75519092342f095516b70fa03544fa69_0_0 29,8,21,3,2
e6a23ce35f8590f307eace1e96cb9ad4_0_0 18,32,3,5,29,8
058a778388d0ec120a2359bd85817138_0_12 11,20,16,18,8,3
b3d5295a3625562f9943fa54f75969d1_0_66 24,22,8
f23f0bad3d8220d857fa28d82c4582e3_0_4 9,25
1b41da48153951bec6bd77b809218d57_0_4 8,29
5409d2f38255394ec36913d75d51f465_1_2 11,7,18,3,20,8,29
2d682f94c9312ca2782b47da00e86b63_1_11 9
64964d620ebf51a1d28953e2ac2f015e_0_78 16,3
6a198e1a0f9e72a44c5ebdd81c42884a_0_0 8,20,29,31,11,14
9c3975bc3215471c180cc74dbe194f30_0_1 16,3
6e29b98f18f5209dab97af29889a7d89_0_8 16,14,3,18,8,29
8c61d54a728c37591e094fcffd663d39_0_8 15,3,11,16,20
4c74d75bc97ef35565ab3e847f6b78ae_0_2 9,25
